,id1,id2
1215,1349847,2831115
1216,1937056,2765759
1217,1464571,2220627
1218,1641972,2301293
1219,1476809,2334509
1220,1571941,2460416
1221,1357283,2757285
1222,1039977,2552279
1223,1054486,2004201
1224,1186747,2176603
1225,1052771,2067388
1226,1116125,2213433
1227,1087404,2235183
1228,1095930,2054987
1229,1440872,2889970
1230,1985318,2308702
1231,1452288,2939503
1232,1410783,2657746
1233,1237610,2865476
1234,1270753,2029708
1235,1921035,2406837
1236,1770702,2013993
1237,1420782,2720656
1238,1812922,2827064
1239,1093422,2598156
1240,1604491,2161721
1241,1252483,2871550
1242,1514154,2515845
1243,1141845,2485270
1244,1658103,2376945
1245,1651018,2835719
1246,1138372,2064410
1247,1025008,2736395
1248,1247828,2000436
1249,1979073,2795889
1250,1587947,2903183
1251,1596532,2644021
1252,1261495,2966334
1253,1021449,2083478
1254,1350966,2030614
1255,1936552,2536549
1256,1632520,2204725
1257,1372010,2240315
1258,1727457,2843836
1259,1818295,2849714
1260,1376060,2894591
1261,1195818,2586281
1262,1991839,2833287
1263,1492627,2970517
1264,1705310,2194146
1265,1702505,2451192
1266,1424330,2639461
1267,1001103,2371969
1268,1335554,2257215
1269,1051990,2204725
1270,1366057,2784719
1271,1013111,2474148
1272,1148909,2480508
1273,1435476,2239450
1274,1355094,2962677
1275,1814643,2847595
1276,1291413,2231903
1277,1535146,2474506
1278,1557985,2152312
1279,1149839,2402890
1280,1601718,2637365
1281,1196594,2213163
1282,1822572,2947164
1283,1518751,2552833
1284,1581397,2411086
1285,1928724,2204725
1286,1653855,2109393
1287,1928650,2040676
1288,1959249,2960892
1289,1236666,2251015
1290,1352532,2204725
1291,1486572,2328187
1292,1331718,2217321
1293,1765879,2849714
1294,1789281,2562355
1295,1375673,2655972
1296,1843066,2450938
1297,1027378,2601477
1298,1315315,2657746
1299,1283457,2130741
1300,1286823,2854527
1301,1160008,2016566
1302,1069674,2960998
1303,1374813,2279178
1304,1181119,2597129
1305,1373881,2237635
1306,1577682,2685702
1307,1071262,2605760
1308,1132869,2131400
1309,1382167,2458579
1310,1829263,2051831
1311,1328033,2908150
1312,1837709,2794977
1313,1229569,2056723
1314,1049238,2409816
1315,1143728,2318540
1316,1049299,2635760
1317,1503263,2800220
1318,1133635,2186873
1319,1877950,2147974
1320,1657050,2531281
1321,1508171,2157060
1322,1997272,2508384
1323,1151815,2521795
1324,1760147,2057935
1325,1166829,2451034
1326,1243236,2900346
1327,1870712,2817065
1328,1807608,2298439
1329,1432262,2243493
1330,1605719,2677328
1331,1149538,2094284
1332,1876343,2628798
1333,1861939,2746413
1334,1231865,2294216
1335,1589963,2922774
1336,1533080,2365202
1337,1058560,2819867
1338,1526656,2315334
1339,1644440,2765759
1340,1945971,2548243
1341,1846048,2480590
1342,1329481,2834112
1343,1198602,2068584
1344,1536137,2876697
1345,1603249,2594709
1346,1099134,2823671
1347,1668275,2503291
1348,1367782,2351984
1349,1221125,2498808
1350,1485439,2472508
1351,1236232,2597129
1352,1661909,2776770
1353,1941543,2840019
1354,1176732,2826232
1355,1322248,2592079
1356,1219845,2636302
1357,1294069,2350155
1358,1233872,2572490
1359,1862368,2592703
